ajbh,zjqkje,zjshje,zjzxqke,zjyhlx,ywy0,PromisedJe,hsl,age,gender
141205E-07679,0.00147206173742,0.0,0.00147206173742,0.0,cq06,0.0,0.0,0.222222222222,0.0
141205E-07707,0.00386725705212,0.0,0.00386725705212,0.0,cq06,0.0,0.0,0.240740740741,0.0
141205E-07781,0.000538735038321,0.0,0.0,0.0,cq06,0.0,0.0,0.240740740741,0.5
141205E-08062,0.034687199607,0.0,0.034687199607,0.0,cq06,0.0,0.0,0.5,0.5
141205E-08119,0.00614245538928,0.0,0.00614245538928,0.0,cq06,0.0,0.0,0.203703703704,0.5
150104G-00023,0.0755435583956,0.0,0.0755435583956,0.0,fz04,0.0,0.0,0.574074074074,0.0
141205E-06064,0.00400343667359,0.0,0.00400343667359,0.0,cq06,0.0,0.0,0.12962962963,0.5
141105G-05663,0.000844176367906,0.00736292428198,0.0,0.0,cq01,0.0,1.0146147702,0.259259259259,0.5
150105G-00616,0.00230470857898,0.0,0.00230470857898,0.0,tj35,0.0,0.0,0.537037037037,0.5
150105G-00840,0.00640323650935,0.0,0.00640323650935,0.0,sjz09,0.0,0.0,0.777777777778,0.5
150105G-00849,0.00547266158867,0.0,0.00547266158867,0.0,sjz09,0.0,0.0,0.222222222222,0.5
150105G-00851,0.00390076435839,0.0,0.00390076435839,0.0,sjz09,0.0,0.0,0.148148148148,0.5
150105G-01120,0.0039856017477,0.0,0.0039856017477,0.0,sjz09,0.0,0.0,0.296296296296,0.5
150105G-01151,0.00154953675268,0.0,0.00154953675268,0.0,sjz10,0.0,0.0,0.277777777778,0.5
150105G-01300,0.00225802553897,0.0,0.00225802553897,0.0,sjz09,0.0,0.0,0.203703703704,0.5
150105G-01305,0.000260483466328,0.0,0.000260483466328,0.0,sjz09,0.0,0.0,0.222222222222,0.5
150105G-01329,0.00453712374753,0.0,0.00453712374753,0.0,sjz09,0.0,0.0,0.240740740741,0.5
141205E-07175,0.0194021700039,0.0,0.0194021700039,0.0,cq06,0.0,0.0,0.240740740741,0.5
150105G-01490,0.0277411702492,0.0,0.0277411702492,0.0,sjz07,0.0,0.0,0.462962962963,0.5
141205E-07298,0.0122803184066,0.0,0.0122803184066,0.0,cq06,0.0,0.0,0.351851851852,0.5
141205E-07435,0.00424761600467,0.0,0.00424761600467,0.0,cq06,0.0,0.0,0.277777777778,0.5
150105G-01698,0.00323628580306,0.0,0.00323628580306,0.0,ty15,0.0,0.0,0.425925925926,0.5
141205E-07625,0.00459875629456,0.0,0.00459875629456,0.0,cq06,0.0,0.0,0.259259259259,0.0
150105G-01825,0.00483743206881,0.0,0.00483743206881,0.0,ty15,0.0,0.0,0.518518518519,0.5
150105G-01832,0.0207591004911,0.0,0.0207591004911,0.0,ty15,0.0,0.0,0.444444444444,0.5
141205E-07652,0.0035918726753,0.0,0.0035918726753,0.0,cq06,0.0,0.0,0.240740740741,0.5
150105G-01905,0.000670935819033,0.0,0.000670935819033,0.0,ty15,0.0,0.0,0.166666666667,0.0
150105G-01963,0.00478436465989,0.0,0.00478436465989,0.0,ty15,0.0,0.0,0.666666666667,0.5
150105G-02121,0.00535626075422,0.0,0.00535626075422,0.0,hs11,0.0,0.0,0.685185185185,0.5
150105G-02283,0.00253892562176,0.0,0.00253892562176,0.0,hs11,0.0,0.0,0.148148148148,0.5
150105G-02327,0.00466566763949,0.00522193211488,0.00405821103556,0.0,hs11,0.0,0.130197144516,0.166666666667,0.0
150105G-02348,0.00860288546868,0.0,0.00860288546868,0.0,hs11,0.0,0.0,0.185185185185,0.5
150105G-02483,0.00300820407198,0.0,0.00300820407198,0.0,hs11,0.0,0.0,0.166666666667,0.5
150105G-02487,0.0187652456801,0.0,0.0187652456801,0.0,hs11,0.0,0.0,0.222222222222,0.5
150105G-02546,0.00365137912422,0.0,0.00365137912422,0.0,hs11,0.0,0.0,0.0925925925926,0.0
150104G-00027,0.0445195529438,0.0,0.0445195529438,0.0,fz05,0.0,0.0,0.333333333333,0.5
150105G-00237,0.00234829359031,0.0,0.00234829359031,0.0,tj35,0.0,0.0,0.240740740741,0.0
150105G-00251,0.0468398670829,0.0,0.0468398670829,0.0,tj35,0.0,0.0,0.648148148148,0.5
150105G-00384,0.0112095789492,0.0,0.0112095789492,0.0,tj35,0.0,0.0,0.518518518519,0.5
150105G-00676,0.00784131712434,0.0,0.00784131712434,0.0,tj35,0.0,0.0,0.296296296296,0.5
150105G-00821,0.00838329598093,0.0,0.00838329598093,0.0,sjz09,0.0,0.0,0.185185185185,0.5
150105G-00837,0.00537642831347,0.0,0.00537642831347,0.0,sjz09,0.0,0.0,0.166666666667,0.5
150105G-04100,0.00971002980042,0.0,0.00971002980042,0.0,cc12,0.0,0.0,0.222222222222,0.5
150105G-01144,0.00593505148101,0.0,0.00593505148101,0.0,sjz10,0.0,0.0,0.0925925925926,0.5
150105G-04295,0.00465932579254,0.0,0.00465932579254,0.0,cc12,0.0,0.0,0.203703703704,0.5
150105G-04339,0.044110291206,0.0,0.044110291206,0.0,cc12,0.0,0.0,0.222222222222,0.5
150105G-04413,0.0047429725669,0.0,0.0047429725669,0.0,cc12,0.0,0.0,0.203703703704,0.0
150105G-01320,0.0193177213868,0.0,0.0193177213868,0.0,sjz09,0.0,0.0,0.203703703704,0.5
150105G-01324,0.00573282917756,0.0,0.00573282917756,0.0,sjz09,0.0,0.0,0.277777777778,0.5
150105G-04577,0.0254710016527,0.0,0.0254710016527,0.0,heb49,0.0,0.0,0.537037037037,0.5
150105G-04596,0.00339807579495,0.0292111749347,0.0,0.0,heb49,0.0,1.0,0.296296296296,0.5
150105G-01396,9.09119553431e-05,0.0,9.09119553431e-05,0.0,sjz09,0.0,0.0,0.222222222222,0.0
150105G-01455,0.00463195379797,0.0,0.00463195379797,0.0,sjz07,0.0,0.0,0.333333333333,0.5
150105G-01469,0.00324096321891,0.0,0.00324096321891,0.0,sjz07,0.0,0.0,0.37037037037,0.5
141205E-07188,0.00185308889223,0.0,0.00185308889223,0.0,cq06,0.0,0.0,0.296296296296,0.5
141205E-07228,0.00155357026453,0.0,0.00155357026453,0.0,cq06,0.0,0.0,0.277777777778,0.5
150105G-01616,0.00149535769818,0.0,0.00149535769818,0.0,ty15,0.0,0.0,0.333333333333,0.5
150105G-04757,0.00797448983562,0.0,0.00797448983562,0.0,heb49,0.0,0.0,0.611111111111,0.5
141205E-07527,0.00363901130776,0.0,0.00363901130776,0.0,cq06,0.0,0.0,0.37037037037,0.5
150105G-01682,0.000720589321837,0.0,0.000720589321837,0.0,ty15,0.0,0.0,0.166666666667,0.0
141205E-07585,0.00229344025898,0.0,0.00229344025898,0.0,cq06,0.0,0.0,0.277777777778,0.0
150105G-01773,0.00801967853239,0.0,0.00801967853239,0.0,ty15,0.0,0.0,0.537037037037,0.5
150105G-01858,0.0101974712031,0.0,0.0101974712031,0.0,ty15,0.0,0.0,0.111111111111,0.5
150105G-01947,0.00584117513744,0.0,0.00584117513744,0.0,ty15,0.0,0.0,0.351851851852,0.5
150105G-01973,0.00615959174008,0.0,0.00615959174008,0.0,ty15,0.0,0.0,0.351851851852,0.5
150105G-01974,0.00975069902006,0.0,0.00975069902006,0.0,ty15,0.0,0.0,0.351851851852,0.5
150105G-02027,0.00636011316503,0.0,0.00636011316503,0.0,ty15,0.0,0.0,0.240740740741,0.5
141205E-07337,0.0288535204841,0.0,0.0288535204841,0.0,cq06,0.0,0.0,0.37037037037,0.5
150105G-05030,0.00515892240187,0.0,0.00515892240187,0.0,heb49,0.0,0.0,0.37037037037,0.5
150105G-05065,0.0126843195702,0.0,0.0126843195702,0.0,heb49,0.0,0.0,0.351851851852,0.5
150105G-02171,0.00584911459525,0.0,0.00584911459525,0.0,hs11,0.0,0.0,0.222222222222,0.5
150105G-02258,0.00743719446945,0.0,0.00743719446945,0.0,hs11,0.0,0.0,0.259259259259,0.5
150105G-02365,0.00296112011061,0.0,0.00296112011061,0.0,hs11,0.0,0.0,0.259259259259,0.5
141205E-07768,0.0211538561652,0.0,0.0211538561652,0.0,cq06,0.0,0.0,0.222222222222,0.0
150105G-02388,0.0436351568741,0.0,0.0436351568741,0.0,hs11,0.0,0.0,0.537037037037,0.0
150104G-00025,0.117718924156,0.00522193211488,0.117111467552,0.0,fz05,0.0,0.00516022898,0.351851851852,0.5
150105G-00212,0.00160980859692,0.0,0.00160980859692,0.0,tj35,0.0,0.0,0.481481481481,0.5
150105G-06460,0.0212224805377,0.0,0.0212224805377,0.0,wh04,0.0,0.0,0.592592592593,0.0
141205E-08449,0.00295876317899,0.0,0.00295876317899,0.0,cq06,0.0,0.0,0.444444444444,0.5
150105G-00478,0.00226054648388,0.0,0.00226054648388,0.0,tj35,0.0,0.0,0.203703703704,0.0
150105G-00582,0.0195855429289,0.0,0.0195855429289,0.0,tj35,0.0,0.0,0.555555555556,0.5
150105G-00663,0.00274834628596,0.0,0.00274834628596,0.0,tj35,0.0,0.0,0.296296296296,0.0
150105G-06924,0.00795232981871,0.0,0.00795232981871,0.0,wh11,0.0,0.0,0.351851851852,0.5
150105G-00728,0.00315919956002,0.0,0.00315919956002,0.0,tj35,0.0,0.0,0.222222222222,0.5
150105G-00852,0.000469071914983,0.0,0.000469071914983,0.0,sjz09,0.0,0.0,0.111111111111,0.5
150105G-00923,0.00951840154015,0.0,0.00951840154015,0.0,sjz10,0.0,0.0,0.240740740741,0.0
150105G-00937,0.0085681996966,0.0,0.0085681996966,0.0,sjz10,0.0,0.0,0.277777777778,0.0
150105G-00285,0.00302846274973,0.0,0.00302846274973,0.0,tj35,0.0,0.0,0.259259259259,0.5
150105G-01124,0.00269220514662,0.0,0.00269220514662,0.0,sjz09,0.0,0.0,0.185185185185,0.5
150105G-01145,0.00575496489621,0.0,0.00575496489621,0.0,sjz10,0.0,0.0,0.222222222222,0.5
150105G-00363,0.00337721573517,0.0,0.00337721573517,0.0,tj35,0.0,0.0,0.203703703704,0.5
150105G-01312,0.000245722270853,0.0,0.000245722270853,0.0,sjz09,0.0,0.0,0.203703703704,0.0
150105G-01331,0.0354809813751,0.0,0.0354809813751,0.0,sjz09,0.0,0.0,0.185185185185,0.5
150105G-00390,0.0295240128598,0.0,0.0295240128598,0.0,tj35,0.0,0.0,0.388888888889,0.0
150105G-01337,0.00908939746276,0.0,0.00908939746276,0.0,sjz09,0.0,0.0,0.333333333333,0.5
150105G-01410,0.0120518600525,0.0,0.0120518600525,0.0,sjz07,0.0,0.0,0.259259259259,0.5
150105G-01446,0.00237490018956,0.00678851174935,0.00158520660447,0.0,sjz07,0.0,0.332516536303,0.296296296296,0.5
150105G-03811,0.00398640966498,0.0,0.00398640966498,0.0,cc12,0.0,0.0,0.240740740741,0.0
150105G-01458,0.000107331507347,0.0,0.000107331507347,0.0,sjz07,0.0,0.0,0.555555555556,0.0
150105G-00506,0.00228228735573,0.0,0.00228228735573,0.0,tj35,0.0,0.0,0.351851851852,0.0
150105G-00530,0.00240349317191,0.0206613577023,0.0,0.0,tj35,0.0,1.0,0.222222222222,0.0
150105G-01697,0.0256640635106,0.0,0.0256640635106,0.0,ty15,0.0,0.0,0.574074074074,0.5
150105G-01713,0.0116653475645,0.0,0.0116653475645,0.0,ty15,0.0,0.0,0.203703703704,0.5
150105G-07637,0.0351054456279,0.0,0.0351054456279,0.0,suz10,0.0,0.0,0.166666666667,0.5
150105G-01853,0.0023919393473,0.0,0.0023919393473,0.0,ty15,0.0,0.0,0.148148148148,0.5
150105G-01896,0.00152548754573,0.0,0.00152548754573,0.0,ty15,0.0,0.0,0.203703703704,0.0
150105G-00609,0.00366577584573,0.0,0.00366577584573,0.0,tj35,0.0,0.0,0.203703703704,0.5
150105G-01975,0.00239387713387,0.0,0.00239387713387,0.0,ty15,0.0,0.0,0.351851851852,0.5
150105G-01984,0.0529082249156,0.0,0.0529082249156,0.0,ty15,0.0,0.0,0.648148148148,0.5
150105G-00828,9.36455100607e-05,0.0,9.36455100607e-05,0.0,sjz09,0.0,0.0,0.333333333333,0.5
150105G-02003,0.00255215602659,0.0,0.00255215602659,0.0,ty15,0.0,0.0,0.296296296296,0.5
150105G-02037,0.00156997159284,0.0,0.00156997159284,0.0,ty15,0.0,0.0,0.148148148148,0.0
150105G-02069,0.00320672089015,0.0,0.00320672089015,0.0,ty15,0.0,0.0,0.148148148148,0.5
150105G-02090,0.000107683832177,0.0,0.000107683832177,0.0,ty15,0.0,0.0,0.481481481481,0.0
150105G-08019,0.0416545689153,0.0,0.0416545689153,0.0,suz10,0.0,0.0,0.796296296296,0.5
150105G-00913,0.00504002492079,0.0,0.00504002492079,0.0,sjz10,0.0,0.0,0.185185185185,0.5
150105G-00931,0.0116744351153,0.0,0.0116744351153,0.0,sjz10,0.0,0.0,0.166666666667,0.0
150105G-02218,0.00665265211635,0.0,0.00665265211635,0.0,hs11,0.0,0.0,0.259259259259,0.5
150105G-04477,0.00153825020898,0.0132233942559,0.0,0.0,heb49,0.0,1.0,0.203703703704,0.0
141205E-07382,0.000946040765817,0.0,0.000946040765817,0.0,cq06,0.0,0.0,0.333333333333,0.5
150105G-02291,0.00159827907058,0.0,0.00159827907058,0.0,hs11,0.0,0.0,0.481481481481,0.5
150105G-01164,0.00487627284407,0.0,0.00487627284407,0.0,sjz10,0.0,0.0,0.185185185185,0.0
150105G-01327,0.00259776994298,0.0,0.00259776994298,0.0,sjz09,0.0,0.0,0.0740740740741,0.5
150105G-08195,0.00666718247832,0.0,0.00666718247832,0.0,suz10,0.0,0.0,0.351851851852,0.5
150105G-02307,0.000107440849536,0.0,0.000107440849536,0.0,hs11,0.0,0.0,0.537037037037,0.0
150105G-01457,0.00262314340532,0.0,0.00262314340532,0.0,sjz07,0.0,0.0,0.62962962963,0.5
150105G-01464,0.0466173921763,0.0,0.0466173921763,0.0,sjz07,0.0,0.0,0.592592592593,0.0
150105G-01465,0.0226852542637,0.0,0.0226852542637,0.0,sjz07,0.0,0.0,0.555555555556,0.5
150105G-01475,0.00566066333301,0.0,0.00566066333301,0.0,sjz07,0.0,0.0,0.388888888889,0.5
150105G-02431,0.011604589755,0.0,0.011604589755,0.0,hs11,0.0,0.0,0.5,0.0
150105G-04664,0.0155930890707,0.0,0.0155930890707,0.0,heb49,0.0,0.0,0.407407407407,0.0
150105G-04746,0.00912371268632,0.000522193211488,0.00875923872396,0.0,heb49,0.0,0.00665799795333,0.185185185185,0.0
141205E-08219,0.00149760528761,0.0,0.00149760528761,0.0,cq06,0.0,0.0,0.314814814815,0.5
150105G-01847,0.00481162123771,0.0,0.00481162123771,0.0,ty15,0.0,0.0,0.203703703704,0.5
150105G-01930,0.0125623787315,0.0,0.0125623787315,0.0,ty15,0.0,0.0,0.333333333333,0.5
150105G-01936,0.0105618965689,0.0,0.0105618965689,0.0,ty15,0.0,0.0,0.222222222222,0.5
150105G-02117,0.000257537301799,0.0,0.000257537301799,0.0,ty15,0.0,0.0,0.203703703704,0.5
150105G-02167,0.0101480849812,0.0,0.0101480849812,0.0,hs11,0.0,0.0,0.296296296296,0.0
150105G-02183,0.00590037785805,0.0,0.00590037785805,0.0,hs11,0.0,0.0,0.277777777778,0.5
150105G-02515,0.00935421209468,0.0,0.00935421209468,0.0,hs11,0.0,0.0,0.259259259259,0.5
150105G-02533,0.00225291075436,0.0,0.00225291075436,0.0,hs11,0.0,0.0,0.407407407407,0.5
150105G-03860,0.0100869626977,0.0,0.0100869626977,0.0,cc12,0.0,0.0,0.351851851852,0.5
150105G-03875,0.00562037681104,0.0,0.00562037681104,0.0,cc12,0.0,0.0,0.240740740741,0.5
150105G-03886,0.00157329438046,0.0,0.00157329438046,0.0,cc12,0.0,0.0,0.148148148148,0.5
141205E-07169,0.0512018003459,0.0,0.0512018003459,0.0,cq01,0.0,0.0,0.240740740741,0.5
150105G-00429,0.000401206863193,0.0,0.000401206863193,0.0,tj35,0.0,0.0,0.185185185185,0.0
150105G-00475,0.0008907014692,0.0,0.0008907014692,0.0,tj35,0.0,0.0,0.259259259259,0.5
150105G-00505,0.0299387234833,0.0,0.0299387234833,0.0,tj35,0.0,0.0,0.37037037037,0.5
150105G-00540,0.0041349388792,0.0,0.0041349388792,0.0,tj35,0.0,0.0,0.148148148148,0.0
150105G-00549,0.000447713740789,0.0,0.000447713740789,0.0,tj35,0.0,0.0,0.611111111111,0.5
150105G-04534,0.00337917174543,0.0,0.00337917174543,0.0,heb49,0.0,0.0,0.666666666667,0.0
150105G-00670,0.00296121730367,0.0,0.00296121730367,0.0,tj35,0.0,0.0,0.12962962963,0.5
150105G-00710,0.00499411942523,0.0,0.00499411942523,0.0,tj35,0.0,0.0,0.203703703704,0.5
150105G-00841,0.0673587731583,0.0,0.0673587731583,0.0,sjz09,0.0,0.0,0.722222222222,0.5
150105G-06497,0.052475430309,0.0,0.052475430309,0.0,wh09,0.0,0.0,0.425925925926,0.0
150105G-03730,0.0265216464458,0.0,0.0265216464458,0.0,cc12,0.0,0.0,0.611111111111,0.0
141205E-07730,0.000480267340193,0.0,0.000480267340193,0.0,cq06,0.0,0.0,0.259259259259,0.5
150105G-00909,0.00795728059003,0.0,0.00795728059003,0.0,sjz10,0.0,0.0,0.222222222222,0.5
150105G-00915,0.0203007684089,0.0,0.0203007684089,0.0,sjz10,0.0,0.0,0.277777777778,0.5
150105G-00916,0.00423868031802,0.0,0.00423868031802,0.0,sjz10,0.0,0.0,0.185185185185,0.5
150105G-00917,0.00281649076779,0.0,0.00281649076779,0.0,sjz10,0.0,0.0,0.166666666667,0.5
141205E-07867,0.00498141143307,0.0,0.00498141143307,0.0,cq06,0.0,0.0,0.462962962963,0.5
150105G-04024,0.0305728778049,0.0,0.0305728778049,0.0,cc12,0.0,0.0,0.314814814815,0.5
150105G-01125,0.00703545911901,0.0,0.00703545911901,0.0,sjz09,0.0,0.0,0.296296296296,0.5
150105G-01131,0.0079579123449,0.0,0.0079579123449,0.0,sjz09,0.0,0.0,0.185185185185,0.5
150105G-01158,0.00359640430156,0.00522193211488,0.00298894769764,0.0,sjz10,0.0,0.168906650362,0.37037037037,0.5
150105G-01302,0.00645387409185,0.0,0.00645387409185,0.0,sjz09,0.0,0.0,0.203703703704,0.5
150105G-04205,0.00424714826308,0.0,0.00424714826308,0.0,cc12,0.0,0.0,0.185185185185,0.5
150105G-01415,0.00415409806049,0.00261096605744,0.00385036975853,0.0,sjz07,0.0,0.0731153423772,0.0925925925926,0.0
150105G-06853,0.0116854726018,0.0,0.0116854726018,0.0,wh09,0.0,0.0,0.444444444444,0.0
150105G-01423,0.0635067025213,0.0,0.0635067025213,0.0,sjz07,0.0,0.0,0.518518518519,0.5
150105G-01434,0.0109476436616,0.0,0.0109476436616,0.0,sjz07,0.0,0.0,0.259259259259,0.5
141205E-07566,0.027130512349,0.0,0.027130512349,0.0,cq06,0.0,0.0,0.407407407407,0.5
150105G-01436,0.00505456135732,0.0,0.00505456135732,0.0,sjz07,0.0,0.0,0.240740740741,0.5
150105G-06922,0.00102965109278,0.0,0.00102965109278,0.0,wh11,0.0,0.0,0.37037037037,0.5
150105G-01451,0.0135626835958,0.0,0.0135626835958,0.0,sjz07,0.0,0.0,0.611111111111,0.5
150105G-01467,0.0350085198522,0.0,0.0350085198522,0.0,sjz07,0.0,0.0,0.351851851852,0.0
150105G-07018,0.0150768177776,0.0,0.0150768177776,0.0,wh09,0.0,0.0,0.351851851852,0.0
150105G-01487,0.00212583083282,0.0,0.00212583083282,0.0,sjz07,0.0,0.0,0.388888888889,0.5
150105G-01610,0.0295971749332,0.0,0.0295971749332,0.0,ty15,0.0,0.0,0.444444444444,0.5
150105G-04535,0.0410093163615,0.0,0.0410093163615,0.0,heb49,0.0,0.0,0.62962962963,0.5
150105G-01693,0.00427471464377,0.0,0.00427471464377,0.0,ty15,0.0,0.0,0.574074074074,0.5
150105G-01696,0.00222482803557,0.0,0.00222482803557,0.0,ty15,0.0,0.0,0.296296296296,0.5
141205E-07937,0.00286960677323,0.0,0.00286960677323,0.0,cq06,0.0,0.0,0.462962962963,0.5
150105G-01765,0.00435109623714,0.0,0.00435109623714,0.0,ty15,0.0,0.0,0.277777777778,0.0
150105G-01785,0.00822651750602,0.0,0.00822651750602,0.0,ty15,0.0,0.0,0.166666666667,0.5
150105G-01791,0.00873542035052,0.0,0.00873542035052,0.0,ty15,0.0,0.0,0.240740740741,0.5
150105G-01931,0.00459810024143,0.0,0.00459810024143,0.0,ty15,0.0,0.0,0.407407407407,0.5
141205E-08063,0.0015855224819,0.0,0.0015855224819,0.0,cq06,0.0,0.0,0.481481481481,0.5
150105G-02029,0.0056605053943,0.0,0.0056605053943,0.0,ty15,0.0,0.0,0.185185185185,0.5
150105G-02035,0.0301907572282,0.0,0.0301907572282,0.0,ty15,0.0,0.0,0.277777777778,0.5
150105G-02147,0.0177768591144,0.0,0.0177768591144,0.0,hs11,0.0,0.0,0.5,0.5
150105G-02150,0.00904550264856,0.0,0.00904550264856,0.0,hs11,0.0,0.0,0.425925925926,0.5
150105G-05270,0.00391709279191,0.0,0.00391709279191,0.0,heb49,3.28968575261e-08,0.0,0.166666666667,0.5
150105G-05289,0.0191261113502,0.0,0.0191261113502,0.0,heb49,0.0,0.0,0.259259259259,0.5
150105G-11468,0.00407239514726,0.0,0.00407239514726,0.0,zz14,0.0,0.0,0.296296296296,0.0
141205E-08288,0.00357835676586,0.0,0.00357835676586,0.0,cq06,0.0,0.0,0.277777777778,0.5
150105G-06449,0.0196910216936,0.0,0.0196910216936,0.0,wh11,0.0,0.0,0.740740740741,0.5
150105G-02370,0.00525263473216,0.0,0.00525263473216,0.0,hs11,0.0,0.0,0.259259259259,0.5
150104G-00024,0.120142451246,0.00208877284595,0.119899468605,0.0,fz04,0.0,0.00202245450337,0.407407407407,0.5
150105G-02420,0.0814219038026,0.0,0.0814219038026,0.0,hs11,0.0,0.0,0.5,0.0
150105G-00199,0.0119323186674,0.0,0.0119323186674,0.0,tj35,0.0,0.0,0.777777777778,0.5
150105G-06798,0.00759681584126,0.0,0.00759681584126,0.0,wh11,0.0,0.0,0.425925925926,0.5
150105G-00255,0.000385747092623,0.0,0.000385747092623,0.0,tj35,0.0,0.0,0.537037037037,0.5
150105G-00317,0.0280512586218,0.0208877284595,0.0256214322061,0.0,tj35,0.0,0.0866209409156,0.462962962963,0.5
150105G-06837,0.0353421471682,0.0,0.0353421471682,0.0,wh04,0.0,0.0,0.314814814815,0.5
150105G-06843,0.0438307153786,0.0,0.0438307153786,0.0,wh04,0.0,0.0,0.296296296296,0.0
150105G-00343,0.000764550956263,0.0,0.000764550956263,0.0,tj35,0.0,0.0,0.277777777778,0.0
150105G-00380,0.0119508946903,0.0,0.0119508946903,0.0,tj35,0.0,0.0,0.592592592593,0.5
150105G-08297,0.00273897323056,0.0,0.00273897323056,0.0,suz10,0.0,0.0,0.62962962963,0.5
150105G-08366,0.0672090533291,0.00208877284595,0.0669660706876,0.0,fz05,0.0,0.00361532605406,0.277777777778,0.5
150105G-00690,0.0345876313951,0.0,0.0345876313951,0.0,tj35,0.0,0.0,0.388888888889,0.5
150105G-12281,0.00783332907,0.0,0.00783332907,0.0,wh09,0.0,0.0,0.259259259259,0.0
150105G-12300,0.00402801436778,0.0,0.00402801436778,0.0,wh09,0.0,0.0,0.111111111111,0.5
150105G-12349,0.0141899554341,0.111540469974,0.00121468237434,0.0,wh02,0.0,0.914398436276,0.240740740741,0.5
150105G-12383,0.00592819329595,0.0,0.00592819329595,0.0,wh09,0.0,0.0,0.462962962963,0.5
150105G-07178,0.00518428371509,0.00783289817232,0.0042730988092,0.0,suz10,0.0,0.175759074148,0.185185185185,0.5
150105G-00850,0.0143723564286,0.0261096605744,0.011335073409,0.0,sjz09,0.0,0.21132811691,0.203703703704,0.5
150105G-00920,0.00308079513615,0.0,0.00308079513615,0.0,sjz10,0.0,0.0,0.277777777778,0.5
150104G-00013,0.128661604897,0.00266318537859,0.128351802029,0.0,fz05,0.0,0.00240788903767,0.37037037037,0.5
150105G-03739,0.00398120983645,0.0,0.00398120983645,0.0,cc12,0.0,0.0,0.518518518519,0.5
150105G-03806,0.00323985764789,0.0,0.00323985764789,0.0,cc12,0.0,0.0,0.12962962963,0.0
150105G-12505,0.00336164662241,0.0,0.00336164662241,0.0,wh04,0.0,0.0,0.388888888889,0.5
150105G-12512,0.000642142376007,0.0,0.000642142376007,0.0,wh04,0.0,0.0,0.703703703704,0.5
150105G-01190,0.00341041323857,0.00783289817232,0.00249922833269,0.0,sjz10,0.0,0.26717727212,0.296296296296,0.0
150105G-12524,0.0458614488801,0.0,0.0458614488801,0.0,wh09,0.0,0.0,0.296296296296,0.5
150105G-12549,0.00953544069789,0.0,0.00953544069789,0.0,wh09,0.0,0.0,0.481481481481,0.5
150105G-12559,0.00431074896951,0.0,0.00431074896951,0.0,wh04,0.0,0.0,0.462962962963,0.0
150105G-07365,0.0620147465801,0.0,0.0620147465801,0.0,suz10,0.0,0.0,0.555555555556,0.5
150105G-03962,0.0040148993797,0.0,0.0040148993797,0.0,cc12,0.0,0.0,0.203703703704,0.5
150105G-12601,0.00400576930695,0.0,0.00400576930695,0.0,wh11,0.0,0.0,0.37037037037,0.5
150105G-06768,0.00530305363028,0.0,0.00530305363028,0.0,wh11,0.0,0.0,0.185185185185,0.5
150105G-01311,0.00192849248047,0.000130548302872,0.00191330606538,0.0,sjz09,0.0,0.00787475981983,0.111111111111,0.0
150105G-12611,0.00296227427816,0.00522193211488,0.00235481767424,0.0,wh04,0.0,0.205064267141,0.37037037037,0.5
150105G-12642,0.0419383361932,0.0,0.0419383361932,0.0,wh04,0.0,0.0,0.574074074074,0.0
150105G-00242,0.00219329496326,0.0,0.00219329496326,0.0,tj35,0.0,0.0,0.185185185185,0.5
150105G-12651,0.000332467073893,0.0,0.000332467073893,0.0,wh11,0.0,0.0,0.462962962963,0.5
150105G-01322,0.0234502911852,0.0,0.0234502911852,0.0,sjz09,0.0,0.0,0.166666666667,0.5
150105G-12660,0.00236416035681,0.0,0.00236416035681,0.0,wh11,0.0,0.0,0.574074074074,0.5
150105G-00278,0.00548605600678,0.0,0.00548605600678,0.0,tj35,0.0,0.0,0.314814814815,0.5
150105G-06833,0.00242053840422,0.0,0.00242053840422,0.0,wh11,0.0,0.0,0.296296296296,0.5
150105G-01422,0.02229329289,0.0,0.02229329289,0.0,sjz07,0.0,0.0,0.518518518519,0.5
150105G-12663,0.00408660355723,0.0,0.00408660355723,0.0,wh11,0.0,0.0,0.37037037037,0.0
150105G-12697,0.00319636375505,0.0,0.00319636375505,0.0,wh11,0.0,0.0,0.277777777778,0.5
150105G-01440,0.00969050007061,0.0,0.00969050007061,0.0,sjz07,0.0,0.0,0.814814814815,0.5
150105G-00306,0.00400180261532,0.0,0.00400180261532,0.0,tj35,0.0,0.0,0.722222222222,0.0
150105G-01443,0.00253318515685,0.0,0.00253318515685,0.0,sjz07,0.0,0.0,0.296296296296,0.5
150105G-04475,0.0193911021445,0.00574412532637,0.0187228998802,0.0,heb49,0.0,0.0344592204886,0.222222222222,0.5
150105G-01474,0.00399151837502,0.0,0.00399151837502,0.0,sjz07,0.0,0.0,0.537037037037,0.5
150105G-06899,0.0362386680717,0.0,0.0362386680717,0.0,wh11,0.0,0.0,0.259259259259,0.0
150105G-01477,0.0161573919575,0.0,0.0161573919575,0.0,sjz07,0.0,0.0,0.314814814815,0.5
150105G-00344,0.00766970455917,0.0,0.00766970455917,0.0,tj35,0.0,0.0,0.277777777778,0.5
141205E-07929,0.00147408456791,0.0,0.00147408456791,0.0,cq06,0.0,0.0,0.462962962963,0.5
150105G-01483,0.00585490973125,0.0,0.00585490973125,0.0,sjz07,0.0,0.0,0.314814814815,0.5
150105G-04640,0.00766414633124,0.0,0.00766414633124,0.0,heb49,0.0,0.0,0.62962962963,0.5
